country_code,mkpl_doctor_id,main_specialization,main_specialization_type,doctor_city,doctor_district,mkpl_calendar_id,insurance_name,weeks_ahead,wp_minutes_per_week
de,"400,244",dentistry,medical,Ostfildern,Nellingen,"4,723",Privat versichert,20,"2,220"
de,"400,252",alternative medicine,paramedical,Berg,Maxhöhe,"14,478",Gesetzlich versichert,4,"1,440"
de,"400,252",alternative medicine,paramedical,Berg,Maxhöhe,"14,478",Privat versichert,4,"1,440"
de,"400,294",alternative medicine,paramedical,Ratingen,,"7,395",Gesetzlich versichert,16,"3,000"
de,"400,294",alternative medicine,paramedical,Ratingen,,"7,395",Privat versichert,16,"3,000"
de,"400,457",dentistry,medical,Berlin,Mitte,"9,924",Gesetzlich versichert,24,"1,680"
de,"400,457",dentistry,medical,Berlin,Mitte,"9,924",Privat versichert,24,"1,680"
de,"400,473",dentistry,medical,Mannheim,Schwetzingerstadt,"8,836",Gesetzlich versichert,12,"2,520"
de,"400,473",dentistry,medical,Mannheim,Schwetzingerstadt,"8,836",Privat versichert,12,"2,520"
de,"400,580",alternative medicine,paramedical,Köln,Porz,"9,397",Gesetzlich versichert,4,5
de,"400,580",alternative medicine,paramedical,Köln,Porz,"9,397",Privat versichert,4,5
de,"400,666",osteopathy,paramedical,Augsburg,Augsburg-Innenstadt,"8,031",Gesetzlich versichert,4,"2,520"
de,"400,666",osteopathy,paramedical,Augsburg,Augsburg-Innenstadt,"8,031",Privat versichert,4,"2,520"
de,"400,691",dentistry,medical,München,Obergiesing,"5,255",Gesetzlich versichert,24,"4,440"
de,"400,691",dentistry,medical,München,Obergiesing,"5,255",Privat versichert,24,"4,440"
de,"400,920",plastic & aesthetic surgery,medical,Köln,Innenstadt,"8,064",Gesetzlich versichert,4,120
de,"400,920",plastic & aesthetic surgery,medical,Köln,Innenstadt,"8,064",Privat versichert,4,120
de,"400,925",dentistry,medical,,,"8,443",Gesetzlich versichert,4,15
de,"400,925",dentistry,medical,,,"8,443",Privat versichert,4,15
de,"400,975",dentistry,medical,Bad Neuenahr-Ahrweiler,,"7,402",Gesetzlich versichert,2,180
de,"400,975",dentistry,medical,Bad Neuenahr-Ahrweiler,,"7,402",Privat versichert,2,180
de,"400,986",alternative medicine,paramedical,Rottenburg am Neckar,Oberndorf,"10,674",Gesetzlich versichert,4,240
de,"400,986",alternative medicine,paramedical,Rottenburg am Neckar,Oberndorf,"10,674",Privat versichert,4,240
de,"401,003",alternative medicine,paramedical,Wuppertal,,"6,310",Gesetzlich versichert,4,480
de,"401,003",alternative medicine,paramedical,Wuppertal,,"6,310",Privat versichert,4,480
de,"401,096",dentistry,medical,Berlin,,"8,701",Gesetzlich versichert,4,120
de,"401,096",dentistry,medical,Berlin,,"8,701",Privat versichert,4,120
de,"401,125",osteopathy,paramedical,Bernried,,"7,384",Gesetzlich versichert,13,780
de,"401,125",osteopathy,paramedical,Bernried,,"7,384",Privat versichert,13,780
de,"401,125",osteopathy,paramedical,Altdorf,,"7,385",Gesetzlich versichert,12,"2,760"
de,"401,125",osteopathy,paramedical,Altdorf,,"7,385",Privat versichert,12,"2,760"
de,"401,138",dentistry,medical,Ketsch,,"3,775",Gesetzlich versichert,4,"5,520"
de,"401,138",dentistry,medical,Ketsch,,"3,775",Privat versichert,4,"5,520"
de,"401,467",alternative medicine,paramedical,,,"13,222",Gesetzlich versichert,12,420
de,"401,467",alternative medicine,paramedical,,,"13,222",Privat versichert,12,420
de,"401,467",alternative medicine,paramedical,Ulm,,"13,223",Gesetzlich versichert,12,420
de,"401,467",alternative medicine,paramedical,Ulm,,"13,223",Privat versichert,12,420
de,"401,482",dentistry,medical,Augsburg,Göggingen,"12,969",Gesetzlich versichert,24,"2,520"
de,"401,482",dentistry,medical,Augsburg,Göggingen,"12,969",Privat versichert,24,"2,520"
de,"401,560",neurology,medical,Berlin,Charlottenburg,"4,277",Privat versichert,24,270
de,"401,657",dentistry,medical,,,"4,398",Gesetzlich versichert,8,60
de,"401,657",dentistry,medical,,,"4,398",Privat versichert,8,60
de,"401,788",trauma and orthopaedic surgery,medical,Düsseldorf,Stadtbezirk 9,"12,144",Privat versichert,4,"3,030"
de,"401,807",internal medicine,medical,Düsseldorf,Altstadt,"5,666",Gesetzlich versichert,24,"1,230"
de,"401,807",internal medicine,medical,Düsseldorf,Altstadt,"5,666",Privat versichert,24,"1,230"
de,"401,807",internal medicine,medical,Meerbusch,,"5,691",Gesetzlich versichert,1,750
de,"401,807",internal medicine,medical,Meerbusch,,"5,691",Privat versichert,1,750
de,"401,836",neurosurgery,medical,,,"6,862",Gesetzlich versichert,24,90
de,"401,836",neurosurgery,medical,,,"6,862",Privat versichert,24,90
de,"401,988",dentistry,medical,Mülheim an der Ruhr,,"12,103",Gesetzlich versichert,1,5
de,"401,988",dentistry,medical,Mülheim an der Ruhr,,"12,103",Privat versichert,1,5
de,"402,114",alternative medicine,paramedical,Herten,Scherlebeck,"8,071",Gesetzlich versichert,4,"4,680"
de,"402,114",alternative medicine,paramedical,Herten,Scherlebeck,"8,071",Privat versichert,4,"4,680"
de,"402,114",alternative medicine,paramedical,,,"8,072",Gesetzlich versichert,4,"4,760"
de,"402,114",alternative medicine,paramedical,,,"8,072",Privat versichert,4,"4,760"
