country_code,mkpl_doctor_id,mkpl_calendar_id,insurance_name,wp_minutes
de,"390,195","11,501",Privat versichert,300
de,"366,841","10,662",Privat versichert,"2,460"
de,"351,756","8,671",Privat versichert,"1,740"
de,"375,824","4,141",Privat versichert,"2,340"
de,"381,878","4,760",Privat versichert,330
de,"379,840","7,707",Gesetzlich versichert,615
de,"387,488","7,339",Privat versichert,900
de,"382,089","7,261",Gesetzlich versichert,240
br,"488,633","28,357",Omint,180
br,"201,527","6,118",ASSEFAZ (Ministério da Fazenda),600
de,195,270,Privat versichert,"3,180"
de,195,270,Gesetzlich versichert,"3,180"
de,283,335,Gesetzlich versichert,"1,350"
de,416,564,Privat versichert,"1,390"
de,"350,708","8,036",Gesetzlich versichert,"1,980"
de,"391,809","9,502",Gesetzlich versichert,180
de,"397,923","9,608",Privat versichert,300
de,"21,516","10,240",Gesetzlich versichert,180
de,"365,508","11,134",Gesetzlich versichert,"1,080"
de,"19,221","11,832",Privat versichert,"1,260"
de,"447,088","13,913",Privat versichert,"2,100"
de,"1,107","1,471",Privat versichert,"1,560"
de,"1,246","1,648",Gesetzlich versichert,420
